run,sid,block,condition,m,N,k,delta,rotation,target_label,n_draws,mean_logodds,sd_logodds,b_pos,q_t,b_star,correct,denominator,s,abs_err_nats,is_flip,n_clipped
sol-high,B1-CORE|m2|N9|k6|rot0|FULL,B1-CORE,FULL,2,9,6,0,0,SIGMA,10,1.213966,0.0,2.432791,1.216395,1.216395,1.216395,-1.216395,1.001997,0.002429,False,0
sol-high,B1-CORE|m2|N9|k6|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,6,0,0,SIGMA,10,2.428837,0.0,2.432791,1.216395,1.216395,2.432791,-1.216395,0.00325,0.003954,False,0
sol-high,B1-CORE|m2|N9|k6|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,6,0,0,SIGMA,10,1.213966,0.0,2.432791,1.216395,1.216395,1.216395,-1.216395,1.001997,0.002429,False,0
sol-high,B1-CORE|m2|N9|k6|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,6,3/10,0,SIGMA,10,1.782457,0.0,2.432791,1.784121,1.216395,1.784121,-0.648669,1.002566,0.001664,False,0
sol-high,B1-CORE|m2|N9|k6|rot1|FULL,B1-CORE,FULL,2,9,6,0,1,THETA,10,1.052266,0.340894,2.432791,1.216395,1.216395,1.216395,-1.216395,1.134931,0.164129,False,0
sol-high,B1-CORE|m2|N9|k6|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,6,0,1,THETA,10,2.428837,0.0,2.432791,1.216395,1.216395,2.432791,-1.216395,0.00325,0.003954,False,0
sol-high,B1-CORE|m2|N9|k6|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,6,0,1,THETA,10,1.213966,0.0,2.432791,1.216395,1.216395,1.216395,-1.216395,1.001997,0.002429,False,0
sol-high,B1-CORE|m2|N9|k6|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,6,3/10,1,THETA,10,1.782457,0.0,2.432791,1.784121,1.216395,1.784121,-0.648669,1.002566,0.001664,False,0
sol-none-control,CTRL-FULL-EXPLICIT|m2|N9|k0|rot0|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,0,0,0,SIGMA,10,-6.092746,1.385497,0.0,-3.649186,-3.649186,-3.649186,-3.649186,1.669618,2.44356,False,3
sol-none-control,CTRL-FULL-EXPLICIT|m2|N9|k0|rot1|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,0,0,1,THETA,10,-3.663562,0.0,0.0,-3.649186,-3.649186,-3.649186,-3.649186,1.003939,0.014376,False,0
sol-none-control,CTRL-FULL-EXPLICIT|m2|N9|k2|rot0|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,2,0,0,SIGMA,10,-1.497996,0.541689,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,0.813502,0.529329,True,0
sol-none-control,CTRL-FULL-EXPLICIT|m2|N9|k2|rot1|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,2,0,1,THETA,10,-1.393116,0.406539,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,0.77655,0.634209,True,0
sol-none-control,CTRL-FULL-EXPLICIT|m2|N9|k4|rot0|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,4,0,0,SIGMA,10,-0.405465,0.0,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,1.0,0.0,True,0
sol-none-control,CTRL-FULL-EXPLICIT|m2|N9|k4|rot1|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,4,0,1,THETA,10,-0.405465,0.0,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,1.0,0.0,True,0
sol-none-control,CTRL-FULL-EXPLICIT|m2|N9|k6|rot0|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,6,0,0,SIGMA,10,1.173518,0.127908,2.432791,1.216395,1.216395,1.216395,-1.216395,1.035249,0.042877,False,0
sol-none-control,CTRL-FULL-EXPLICIT|m2|N9|k6|rot1|FULL-EXPLICIT,CTRL-FULL-EXPLICIT,FULL-EXPLICIT,2,9,6,0,1,THETA,10,0.405465,0.0,2.432791,1.216395,1.216395,1.216395,-1.216395,1.666667,0.81093,False,0
sol-none,B1-CORE|m2|N9|k0|rot0|FULL,B1-CORE,FULL,2,9,0,0,0,SIGMA,10,-3.651488,0.019441,0.0,-3.649186,-3.649186,-3.649186,-3.649186,1.000631,0.002302,False,0
sol-none,B1-CORE|m2|N9|k0|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,0,0,0,SIGMA,10,0.0,0.0,0.0,-3.649186,-3.649186,0.0,-3.649186,-0.0,0.0,False,0
sol-none,B1-CORE|m2|N9|k0|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,0,0,0,SIGMA,10,-1.55858,2.03001,0.0,-3.649186,-3.649186,-3.649186,-3.649186,0.427104,2.090605,False,0
sol-none,B1-CORE|m2|N9|k0|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,0,3/10,0,SIGMA,10,-1.432596,0.514291,0.0,-1.946008,-3.649186,-1.946008,-1.946008,0.736172,0.513412,False,0
sol-none,B1-CORE|m2|N9|k0|rot1|FULL,B1-CORE,FULL,2,9,0,0,1,THETA,10,-3.663562,0.0,0.0,-3.649186,-3.649186,-3.649186,-3.649186,1.003939,0.014376,False,0
sol-none,B1-CORE|m2|N9|k0|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,0,0,1,THETA,10,0.0,0.0,0.0,-3.649186,-3.649186,0.0,-3.649186,-0.0,0.0,False,0
sol-none,B1-CORE|m2|N9|k0|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,0,0,1,THETA,10,-1.831781,1.930867,0.0,-3.649186,-3.649186,-3.649186,-3.649186,0.50197,1.817405,False,0
sol-none,B1-CORE|m2|N9|k0|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,0,3/10,1,THETA,10,-1.395719,0.500141,0.0,-1.946008,-3.649186,-1.946008,-1.946008,0.717222,0.550289,False,0
sol-none,B1-CORE|m2|N9|k2|rot0|FULL,B1-CORE,FULL,2,9,2,0,0,SIGMA,10,-1.297057,0.497406,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,0.742705,0.730268,True,0
sol-none,B1-CORE|m2|N9|k2|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,2,0,0,SIGMA,10,0.809486,0.0,0.81093,-2.027326,-2.027326,0.81093,-2.838256,0.000509,0.001444,True,0
sol-none,B1-CORE|m2|N9|k2|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,2,0,0,SIGMA,10,1.134789,0.683811,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,-0.114105,3.162115,True,0
sol-none,B1-CORE|m2|N9|k2|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,2,3/10,0,SIGMA,10,0.842836,0.312193,0.81093,-0.702632,-2.027326,-0.702632,-1.513562,-0.02108,1.545468,True,0
sol-none,B1-CORE|m2|N9|k2|rot1|FULL,B1-CORE,FULL,2,9,2,0,1,THETA,10,-2.481863,0.51214,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,1.160147,0.454537,True,0
sol-none,B1-CORE|m2|N9|k2|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,2,0,1,THETA,10,0.809486,0.0,0.81093,-2.027326,-2.027326,0.81093,-2.838256,0.000509,0.001444,True,0
sol-none,B1-CORE|m2|N9|k2|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,2,0,1,THETA,10,2.214501,0.905366,0.81093,-2.027326,-2.027326,-2.027326,-2.838256,-0.494519,4.241826,True,0
sol-none,B1-CORE|m2|N9|k2|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,2,3/10,1,THETA,10,0.890686,0.256777,0.81093,-0.702632,-2.027326,-0.702632,-1.513562,-0.052694,1.593318,True,0
sol-none,B1-CORE|m2|N9|k4|rot0|FULL,B1-CORE,FULL,2,9,4,0,0,SIGMA,10,-0.405465,0.0,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,1.0,0.0,True,0
sol-none,B1-CORE|m2|N9|k4|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,4,0,0,SIGMA,10,1.621486,0.0,1.62186,-0.405465,-0.405465,1.62186,-2.027326,0.000185,0.000374,True,0
sol-none,B1-CORE|m2|N9|k4|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,4,0,0,SIGMA,10,1.621486,0.0,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,0.000185,2.026951,True,0
sol-none,B1-CORE|m2|N9|k4|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,4,3/10,0,SIGMA,10,1.524343,0.585661,1.62186,0.540745,-0.405465,0.540745,-1.081116,0.090201,0.983598,False,0
sol-none,B1-CORE|m2|N9|k4|rot1|FULL,B1-CORE,FULL,2,9,4,0,1,THETA,10,-0.405465,0.0,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,1.0,0.0,True,0
sol-none,B1-CORE|m2|N9|k4|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,4,0,1,THETA,10,1.621486,0.0,1.62186,-0.405465,-0.405465,1.62186,-2.027326,0.000185,0.000374,True,0
sol-none,B1-CORE|m2|N9|k4|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,4,0,1,THETA,10,1.621486,0.0,1.62186,-0.405465,-0.405465,-0.405465,-2.027326,0.000185,2.026951,True,0
sol-none,B1-CORE|m2|N9|k4|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,4,3/10,1,THETA,10,1.353074,0.415478,1.62186,0.540745,-0.405465,0.540745,-1.081116,0.248619,0.812329,False,0
sol-none,B1-CORE|m2|N9|k6|rot0|FULL,B1-CORE,FULL,2,9,6,0,0,SIGMA,10,0.728682,0.17035,2.432791,1.216395,1.216395,1.216395,-1.216395,1.40095,0.487713,False,0
sol-none,B1-CORE|m2|N9|k6|rot0|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,6,0,0,SIGMA,10,2.428837,0.0,2.432791,1.216395,1.216395,2.432791,-1.216395,0.00325,0.003954,False,0
sol-none,B1-CORE|m2|N9|k6|rot0|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,6,0,0,SIGMA,10,1.822261,0.792413,2.432791,1.216395,1.216395,1.216395,-1.216395,0.501917,0.605866,False,0
sol-none,B1-CORE|m2|N9|k6|rot0|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,6,3/10,0,SIGMA,10,1.289306,0.304768,2.432791,1.784121,1.216395,1.784121,-0.648669,1.762816,0.494815,False,0
sol-none,B1-CORE|m2|N9|k6|rot1|FULL,B1-CORE,FULL,2,9,6,0,1,THETA,10,0.405465,0.0,2.432791,1.216395,1.216395,1.216395,-1.216395,1.666667,0.81093,False,0
sol-none,B1-CORE|m2|N9|k6|rot1|PARTIAL-BLIND,B1-CORE,PARTIAL-BLIND,2,9,6,0,1,THETA,10,2.428837,0.0,2.432791,1.216395,1.216395,2.432791,-1.216395,0.00325,0.003954,False,0
sol-none,B1-CORE|m2|N9|k6|rot1|PARTIAL-RULED-d0,B1-CORE,PARTIAL-RULED-d0,2,9,6,0,1,THETA,10,2.024483,0.786544,2.432791,1.216395,1.216395,1.216395,-1.216395,0.33567,0.808088,False,0
sol-none,B1-CORE|m2|N9|k6|rot1|PARTIAL-RULED-d3,B1-CORE,PARTIAL-RULED-d3,2,9,6,3/10,1,THETA,10,2.0926,0.598834,2.432791,1.784121,1.216395,1.784121,-0.648669,0.524444,0.308479,False,0
